Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Union Cycliste Liancourt Rantigny",,Fonctionnement,3000.00,COURTIAL,Édouard,Oise,UMP,219-01,PA267743
"Volley Ball Rantigny Liancourt",,Fonctionnement,3000.00,COURTIAL,Édouard,Oise,UMP,219-01,PA267743
"Amicale des Donneurs de Sang Bénévoles de Pignans",,Fonctionnement,2500.00,COUVE,Jean-Michel,Var,UMP,204-17,PA951
"Association des Non et Mal Voyants du Golfe de Saint-Tropez",,Fonctionnement,1000.00,COUVE,Jean-Michel,Var,UMP,157-01,PA951
"Association sportive du Golf de Sainte Maxime",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,219-01,PA951
"Comité de liaison avec le pôle de santé du Golfe de Saint Tropez",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,204-12,PA951
"Commission du film du Var de Saint-Tropez",,Fonctionnement,3500.00,COUVE,Jean-Michel,Var,UMP,224-02,PA951
"Fondation méditerranéennes d'études stratégiques",,Fonctionnement,2500.00,COUVE,Jean-Michel,Var,UMP,144-03,PA951
"Les Archers de Saint Quinis",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,219-01,PA951
"Les Varois de Paris",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,224-02,PA951
"Maison des Jeunes et de la Culture de la Croix Valmer",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,163-04,PA951
"Menorial Lorguais",,Fonctionnement,1000.00,COUVE,Jean-Michel,Var,UMP,167-02,PA951
"O.G.E.C Ste Anne",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,139-09,PA951
Passions-Traditions,,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,224-02,PA951
"Pouvoir Vivre à Saint-Tropez",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,175-01,PA951
"Union nationale des Combattants du Département du Var",,Fonctionnement,1500.00,COUVE,Jean-Michel,Var,UMP,169-03,PA951
"Yann Piat",,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,UMP,224-02,PA951
"Centre de soins Louis Loridan",,Fonctionnement,3000.00,DARMANIN,Gérald,Nord,UMP,204-14,PA607846
"Amicale des Marins d'Halluin",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,163-01,PA607846
"APEL de l'Ecole Notre Dame de Tourcoing",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"APEL du Collège Charles de Foucault",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"APEL du Collège du Sacré Cœur Halluin",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"Association Amitié Partage St Matthieu Tourcoing",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,177-11,PA607846
"Association Sportive Bourgogne Tourcoing (ASBT)",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Association culturelle et sportive des franco espagnols d'Halluin",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,224-02,PA607846
"Association sportive du Collège Marie Curie",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Association de surveillance de la qualité de l'air ATMO",,Fonctionnement,8300.00,DARMANIN,Gérald,Nord,UMP,181-01,PA607846
CANAL,,Fonctionnement,4000.00,DARMANIN,Gérald,Nord,UMP,177-11,PA607846
"Centre de tir de Tourcoing",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Cercle St Christophe",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Club Handball de Neuville",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Confrérie des Arbalétriers de Bousbecque",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Don du Sang Roncq",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,204-17,PA607846
"Ecole Lamartine Avec Nous ELAN",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"FAN 96",,Fonctionnement,10000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Hockey Club du Fresnoy",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"La Saint Michel Bousbecque",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,224-02,PA607846
"Le Bon plan Sportif",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Le Meunier OS CRON",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,206-02,PA607846
"Les Amis de Rochdale",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,224-06,PA607846
"Les Compagnons de Bohémond",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,224-02,PA607846
"Les Epidémiens",,Fonctionnement,3500.00,DARMANIN,Gérald,Nord,UMP,147-01,PA607846
"Mardi Gym Tourcoing",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Mon Corps et Moi Tourcoing",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Musique et Joie",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,224-02,PA607846
NR'GYM,,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"OGEC des Hauts de Lys",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"OGEC Notre Dame des Petits et de la Consolation",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,139-09,PA607846
"Résidents Amis Locataires RAL",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,147-01,PA607846
"Restos du Cœur",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,304-14,PA607846
"Roncq Sélinkégny",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,209-02,PA607846
"Saint Michel Linselles Gym",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Syndicat d'Initiative  d'Halluin",,Fonctionnement,4000.00,DARMANIN,Gérald,Nord,UMP,134-21,PA607846
"Tennis Club Linselles",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"UNC Brun Pain",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,167-02,PA607846
"UNC Roncq",,Fonctionnement,1500.00,DARMANIN,Gérald,Nord,UMP,169-03,PA607846
"Union des familles de Tourcoing",,Fonctionnement,2000.00,DARMANIN,Gérald,Nord,UMP,106-03,PA607846
"Union Sportive de Tourcoing",,Fonctionnement,3000.00,DARMANIN,Gérald,Nord,UMP,219-01,PA607846
"Amicale club sportif cominois A.C.S.C",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"A.S Glamms Futsal",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"AJL Tennis de table",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Arts du Cirque et du Yoga",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Association départementale des Conjoints survivants et parents d'orphelins",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,106-03,PA1001
"Association des Parents d'élèves Groupe scolaire Schuman",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,214-01,PA1001
"Association familiale",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,106-03,PA1001
"Association nautique de Wambrechies",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Association Perle",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"Association Sports Culture et Loisirs",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Athlétisme Lambersart",,Fonctionnement,2000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Avenir Partenariat Belinitchi - La Madeleine",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-06,PA1001
"Baby Accueil",,Fonctionnement,2000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,140-01,PA1001
"Badminton Club",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Badminton Cominois",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Badminton Sport Wervicquois",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Badminton Wambrechies/Marquette",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Bibliothèque pour Tous",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Bibliothèque pour Tous du Centre Eugène Duthoit",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Comité des Ainés, Fêtes, Animations C.A.F.A",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"Centre d'activités physiques pour adultes (C.A.P.A)",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Calliope Communication",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Canoe-Kayak de Quesnoy",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Centre Andrésien des Jeux d'Esprit",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Centre social Abbaye",,Fonctionnement,3000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,106-03,PA1001
"Club nautique lambersartois",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"COME'IN Music",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Comité de jumelage",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-06,PA1001
"Compagnie des Voyageurs",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Compagnie Extravadance",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
Declic'Rock,,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"E.T.T.C Théâtre Pinocchio",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Football Club Madeleinois - Section Futsal du FCM",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Groupement généalogique de la Région Nord",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Gym Club de Wambrechies",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Gymnastique La Jeanne d'Arc",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Gymnastique volontaire La Lambersartoise",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Hand Ball Club",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
Inci'Dance,,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Institut de boxe",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"IRIS Tennis Club",,Fonctionnement,2000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Jazz Again",,Fonctionnement,5000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Judo Club Verlinghem",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"La Louche Cominoise",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"La Pédale Madeleinoise",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"La Roue d'Or Cominoise",,Fonctionnement,4000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Le Clos de la Roseraie",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"Le Musée de la Poupée et du Jouet ancien",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,175-03,PA1001
"Les Amis de Comines",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,175-01,PA1001
"Les Amis de la Ferme du Mont Garin",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,147-01,PA1001
"Les Amis du champ de course",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,147-01,PA1001
"Loisirs en Couleurs",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Lompret Tennis",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Lords Baseball Sofball Club",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Olympique Sporting Club",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Orchestre des Ainés de Lambersart",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"Orchestre d'Harmonie",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,224-02,PA1001
"Pôle Espoirs de gymnastique - GAM",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Rêves – Vacances - Réalités",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,106-01,PA1001
"Roller Sports",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Scouts et Guides de France - Section de Saint André",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,163-02,PA1001
SMSM,,Fonctionnement,2000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Soleil d'Automne",,Fonctionnement,2000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"Tennis Club",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Tennis de table",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"UNC - AFN",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,169-03,PA1001
"Union féminine, civique et sociale",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,137-11,PA1001
"Union nordiste du Roller artistique - UNORA",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"US Basket madeleinois",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"USSA Basket",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"USSA Volley-Ball",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Verlinghem Foot",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Association pour l'aide et l'accueil des personnes âgées",,Fonctionnement,1500.00,"DE GANAY",Claude,Loiret,UMP,157-05,PA267735
"Carré Rouge Mobile",,Fonctionnement,2000.00,"DE GANAY",Claude,Loiret,UMP,177-11,PA267735
"Les Fils d'Galarme",,Fonctionnement,1000.00,"DE GANAY",Claude,Loiret,UMP,224-02,PA267735
"Les Restaurants du Coeur",,Fonctionnement,3000.00,"DE GANAY",Claude,Loiret,UMP,304-14,PA267735
"Poupette & Compagnie",,Fonctionnement,1000.00,"DE GANAY",Claude,Loiret,UMP,131-01,PA267735
"Roue libre bénédictine",,Fonctionnement,1000.00,"DE GANAY",Claude,Loiret,UMP,219-01,PA267735
"Twirling Bâton Club de Gien",,Fonctionnement,1500.00,"DE GANAY",Claude,Loiret,UMP,219-01,PA267735
"Union départementale des Club d'aînés ruraux du Loiret",,Fonctionnement,2500.00,"DE GANAY",Claude,Loiret,UMP,157-05,PA267735
"Association des Amis de l'Eglise Saint Hiliare",,Fonctionnement,7000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,175-01,PA331567
"Chorale Syrinx",,Fonctionnement,1000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,224-02,PA331567
"Les Amis du Patrimoine napoléonien",,Fonctionnement,1000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,175-01,PA331567
"Maison familiale rurale d'Education et d'Orientation de Beaumont Les Autels",,Fonctionnement,2000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,106-03,PA331567
"OGEC Ecole Sainte-Marie",,Fonctionnement,2500.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,139-09,PA331567
"Ordre de Tiron",,Fonctionnement,3000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,175-01,PA331567
"Sauvegarde du Patrimoine de la Bourdinière Saint Loup",,Fonctionnement,2000.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,UMP,175-01,PA331567
"Académie Granet",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,224-02,PA1012
"Ain Sud Foot",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,219-01,PA1012
"Association sportive Miserieux-Trevoux (ASMT)",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,219-01,PA1012
"Association Court-Circuit de Beligneux",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,157-05,PA1012
"Association Amblamex",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,134-02,PA1012
"Association du Sou des écoles laïques et d'éducation permanente de La Boisse",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,140-01,PA1012
"Association familiale Le Chaudron Magique",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,106-03,PA1012
"Association périscolaire Le Perigolo",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,230-01,PA1012
"Association Saint-Didier Commune rurale",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,224-02,PA1012
"Association Sérénade de Montluel",,Fonctionnement,1000.00,"DE LA VERPILLIÈRE",Charles,Ain,UMP,157-05,PA1012
